From,To
A6T9D1,kpn:KPN_01771
A6T9G2,kpn:KPN_01802
A6T9H4,kpn:KPN_01814
A6T9I4,kpn:KPN_01824
A6T9J1,kpn:KPN_01831
A6T9J2,kpn:KPN_01832
A6T9K7,kpn:KPN_01847
A6T9L3,kpn:KPN_01853
A6T9L4,kpn:KPN_01854
A6T9L5,kpn:KPN_01855
A6T9M0,kpn:KPN_01860
A6T9M5,kpn:KPN_01865
A6T9M8,kpn:KPN_01868
A6T9N4,kpn:KPN_01874
A6T9P2,kpn:KPN_01882
A6T9P4,kpn:KPN_01884
A6T9Q8,kpn:KPN_01898
A6T9Q9,kpn:KPN_01899
A6T9R6,kpn:KPN_01906
A6T9R8,kpn:KPN_01908
A6T9S4,kpn:KPN_01914
A6T9S5,kpn:KPN_01915
A6T9T8,kpn:KPN_01928
A6T9U4,kpn:KPN_01934
A6T9U5,kpn:KPN_01935
A6T9V7,kpn:KPN_01947
A6T9W3,kpn:KPN_01953
A6T9W4,kpn:KPN_01954
A6T9W5,kpn:KPN_01955
A6T9W9,kpn:KPN_01959
A6T9X7,kpn:KPN_01967
A6T9Y0,kpn:KPN_01970
A6T9Y3,kpn:KPN_01973
A6T9Y4,kpn:KPN_01974
A6T9Y6,kpn:KPN_01976
A6T9Z6,kpn:KPN_01986
A6T9Z9,kpn:KPN_01989
